match_id,season,venue,team1,team2,toss_winner,toss_decision,batting_first_team,bowling_first_team,first_innings_score,first_innings_wickets,second_innings_score,second_innings_wickets,winner,win_by_runs,win_by_wickets,player_of_match_runs,player_of_match_wickets
279,2019,M. Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,203,6,141,10,Kolkata Knight Riders,62,0,58,2
280,2019,Sawai Mansingh Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,Chennai Super Kings,189,5,152,5,Kolkata Knight Riders,37,0,64,2
281,2020,M. Chinnaswamy Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,Mumbai Indians,174,9,124,8,Punjab Kings,50,0,60,1
282,2020,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,181,6,85,3,Rajasthan Royals,96,0,90,0
283,2020,Wankhede Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,Punjab Kings,183,7,88,7,Kolkata Knight Riders,95,0,92,2
284,2020,M.A. Chidambaram Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,203,10,145,5,Rajasthan Royals,58,0,50,3
285,2020,Sawai Mansingh Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,195,7,149,8,Mumbai Indians,46,0,76,0
286,2020,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,Royal Challengers Bangalore,216,9,128,5,Chennai Super Kings,88,0,57,3
287,2020,Sawai Mansingh Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,173,9,134,6,Kolkata Knight Riders,39,0,37,0
288,2020,Sawai Mansingh Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,Rajasthan Royals,205,10,125,3,Delhi Capitals,80,0,64,2
289,2020,Wankhede Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,192,8,114,9,Punjab Kings,78,0,41,0
290,2020,M.A. Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,175,5,110,10,Kolkata Knight Riders,65,0,81,2
291,2020,Punjab Cricket Association Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,189,8,92,8,Rajasthan Royals,97,0,85,3
292,2020,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,194,10,104,10,Royal Challengers Bangalore,90,0,51,1
293,2020,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,Chennai Super Kings,185,4,139,9,Punjab Kings,46,0,86,2
294,2020,Punjab Cricket Association Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,194,10,138,9,Kolkata Knight Riders,56,0,68,0
295,2020,M. Chinnaswamy Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,Delhi Capitals,204,4,145,5,Punjab Kings,59,0,77,1
296,2020,M. Chinnaswamy Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,205,5,141,8,Delhi Capitals,64,0,83,3
297,2020,Rajiv Gandhi Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,Mumbai Indians,180,9,152,4,Punjab Kings,28,0,51,3
298,2020,Eden Gardens,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,195,10,122,7,Royal Challengers Bangalore,73,0,91,3
299,2020,Sawai Mansingh Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,205,8,153,3,Punjab Kings,52,0,83,3
300,2020,M.A. Chidambaram Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,Punjab Kings,Royal Challengers Bangalore,176,6,107,7,Punjab Kings,69,0,68,0
301,2020,Sawai Mansingh Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,Mumbai Indians,192,9,150,8,Punjab Kings,42,0,42,2
302,2020,Rajiv Gandhi Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,204,9,119,3,Mumbai Indians,85,0,86,3
303,2020,Punjab Cricket Association Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,192,6,142,8,Rajasthan Royals,50,0,41,0
304,2020,Rajiv Gandhi Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,195,9,149,8,Rajasthan Royals,46,0,79,1
305,2020,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Mumbai Indians,209,7,152,5,Kolkata Knight Riders,57,0,46,1
306,2020,Eden Gardens,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,196,9,169,5,Rajasthan Royals,27,0,87,3
307,2020,Punjab Cricket Association Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,Rajasthan Royals,202,9,142,6,Delhi Capitals,60,0,56,0
308,2020,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,186,5,126,5,Mumbai Indians,60,0,53,0
309,2020,Wankhede Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,Rajasthan Royals,191,7,141,9,Delhi Capitals,50,0,33,2
310,2020,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,203,4,121,6,Delhi Capitals,82,0,67,0
311,2020,M. Chinnaswamy Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,192,10,132,9,Chennai Super Kings,60,0,47,0
312,2020,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Chennai Super Kings,197,8,148,7,Delhi Capitals,49,0,84,0
313,2020,Punjab Cricket Association Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,187,7,156,9,Mumbai Indians,31,0,92,3
314,2020,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,188,9,116,10,Chennai Super Kings,72,0,30,0
315,2020,Sawai Mansingh Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,Kolkata Knight Riders,184,9,128,3,Delhi Capitals,56,0,74,1
316,2020,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,Kolkata Knight Riders,191,4,135,4,Chennai Super Kings,56,0,55,2
317,2020,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,190,10,132,5,Sunrisers Hyderabad,58,0,92,2
318,2020,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,Delhi Capitals,207,4,145,9,Mumbai Indians,62,0,79,0
319,2020,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,186,9,136,6,Sunrisers Hyderabad,50,0,74,1
320,2020,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,198,10,138,4,Sunrisers Hyderabad,60,0,86,3
321,2020,M. Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,201,9,129,10,Sunrisers Hyderabad,72,0,33,0
322,2020,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,186,5,156,5,Kolkata Knight Riders,30,0,72,0
323,2020,Punjab Cricket Association Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,Punjab Kings,188,10,96,5,Mumbai Indians,92,0,32,0
324,2020,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,186,10,107,8,Rajasthan Royals,79,0,54,3
325,2020,Sawai Mansingh Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Punjab Kings,Royal Challengers Bangalore,190,6,121,5,Punjab Kings,69,0,50,1
326,2020,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,180,10,136,10,Sunrisers Hyderabad,44,0,71,3
327,2020,Eden Gardens,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,209,7,121,6,Punjab Kings,88,0,42,1
328,2020,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,202,9,116,9,Mumbai Indians,86,0,45,1
329,2020,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Sunrisers Hyderabad,178,8,116,10,Royal Challengers Bangalore,62,0,66,2
330,2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,Punjab Kings,214,8,107,5,Royal Challengers Bangalore,107,0,91,1
331,2020,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,Mumbai Indians,201,7,150,3,Chennai Super Kings,51,0,61,3
332,2020,M. Chinnaswamy Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,Chennai Super Kings,194,8,173,9,Punjab Kings,21,0,82,3
333,2020,Punjab Cricket Association Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,194,4,140,5,Rajasthan Royals,54,0,33,2
334,2020,Eden Gardens,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Punjab Kings,202,5,125,10,Delhi Capitals,77,0,33,3
335,2020,Eden Gardens,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,192,8,116,4,Chennai Super Kings,76,0,89,1
336,2020,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Punjab Kings,Royal Challengers Bangalore,181,5,139,3,Punjab Kings,42,0,41,3
337,2021,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,214,9,150,5,Royal Challengers Bangalore,64,0,31,2
338,2021,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,204,9,135,4,Kolkata Knight Riders,69,0,87,3
339,2021,Rajiv Gandhi Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,209,7,125,4,Chennai Super Kings,84,0,67,2
340,2021,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,188,10,143,8,Sunrisers Hyderabad,45,0,90,2
341,2021,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,185,9,136,9,Sunrisers Hyderabad,49,0,72,0
342,2021,Sawai Mansingh Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,201,4,153,7,Sunrisers Hyderabad,48,0,54,2
343,2021,Punjab Cricket Association Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,186,9,129,4,Chennai Super Kings,57,0,45,2
344,2021,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,182,6,131,3,Delhi Capitals,51,0,32,3
345,2021,Wankhede Stadium,Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,Punjab Kings,204,8,137,7,Mumbai Indians,67,0,89,0
346,2021,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,202,6,115,7,Sunrisers Hyderabad,87,0,57,0
347,2021,Sawai Mansingh Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,204,9,138,8,Chennai Super Kings,66,0,71,3
348,2021,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,217,7,138,5,Delhi Capitals,79,0,80,0
349,2021,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Mumbai Indians,214,9,143,4,Royal Challengers Bangalore,71,0,40,3
350,2021,Wankhede Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,191,6,116,10,Sunrisers Hyderabad,75,0,59,3
351,2021,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,180,4,88,4,Kolkata Knight Riders,92,0,36,1
352,2021,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,180,8,111,6,Royal Challengers Bangalore,69,0,63,3
353,2021,Sawai Mansingh Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,Punjab Kings,207,5,108,6,Delhi Capitals,99,0,72,2
354,2021,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,195,9,162,4,Delhi Capitals,33,0,77,2
355,2021,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,208,10,86,8,Delhi Capitals,122,0,59,0
356,2021,Eden Gardens,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,175,9,132,7,Royal Challengers Bangalore,43,0,44,1
357,2021,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,199,6,108,4,Chennai Super Kings,91,0,51,1
358,2021,M. Chinnaswamy Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,198,6,102,9,Delhi Capitals,96,0,78,0
359,2021,M. Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,211,6,103,9,Kolkata Knight Riders,108,0,32,2
360,2021,M. Chinnaswamy Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,188,7,145,5,Rajasthan Royals,43,0,74,3
361,2021,M. Chinnaswamy Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,167,5,123,5,Sunrisers Hyderabad,44,0,85,0
362,2021,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,201,5,83,5,Royal Challengers Bangalore,118,0,89,2
363,2021,Punjab Cricket Association Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,189,10,147,8,Sunrisers Hyderabad,42,0,74,0
364,2021,M.A. Chidambaram Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,185,10,131,3,Rajasthan Royals,54,0,84,2
365,2021,M. Chinnaswamy Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,207,9,155,5,Chennai Super Kings,52,0,84,3
366,2021,M. Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Delhi Capitals,197,9,107,7,Mumbai Indians,90,0,83,1
367,2021,Arun Jaitley Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,Delhi Capitals,193,10,104,5,Punjab Kings,89,0,52,3
368,2021,M. Chinnaswamy Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,182,10,150,4,Rajasthan Royals,32,0,77,3
369,2021,Rajiv Gandhi Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,182,8,135,8,Rajasthan Royals,47,0,46,3
370,2021,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kolkata Knight Riders,174,6,116,9,Royal Challengers Bangalore,58,0,53,2
371,2021,Sawai Mansingh Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,182,4,137,10,Sunrisers Hyderabad,45,0,48,2
372,2021,Eden Gardens,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,175,8,116,7,Delhi Capitals,59,0,35,0
373,2021,M.A. Chidambaram Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,176,4,134,7,Rajasthan Royals,42,0,38,1
374,2021,M. Chinnaswamy Stadium,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,Punjab Kings,195,4,123,10,Mumbai Indians,72,0,92,1
375,2021,M. Chinnaswamy Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,181,4,134,6,Mumbai Indians,47,0,31,1
376,2021,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,179,8,135,4,Royal Challengers Bangalore,44,0,54,0
377,2021,M.A. Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,Punjab Kings,189,6,122,6,Chennai Super Kings,67,0,91,3
378,2021,Rajiv Gandhi Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,185,4,120,10,Delhi Capitals,65,0,80,3
379,2021,M. Chinnaswamy Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,Punjab Kings,204,5,112,9,Delhi Capitals,92,0,35,0
380,2021,Sawai Mansingh Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,183,8,123,8,Sunrisers Hyderabad,60,0,85,2
381,2021,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,201,6,111,5,Chennai Super Kings,90,0,32,1
382,2021,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,Sunrisers Hyderabad,185,7,118,7,Kolkata Knight Riders,67,0,88,2
383,2021,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,187,5,132,4,Sunrisers Hyderabad,55,0,56,2
384,2021,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,Punjab Kings,204,5,118,8,Rajasthan Royals,86,0,60,3
385,2021,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,163,9,102,5,Sunrisers Hyderabad,61,0,45,1
386,2021,M.A. Chidambaram Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,Delhi Capitals,196,6,121,3,Punjab Kings,75,0,66,3
387,2021,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,201,4,125,9,Kolkata Knight Riders,76,0,30,3
388,2021,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,Punjab Kings,201,8,108,3,Chennai Super Kings,93,0,72,2
389,2021,Sawai Mansingh Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,Punjab Kings,175,10,121,10,Kolkata Knight Riders,54,0,94,3
390,2021,M.A. Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,172,9,112,9,Delhi Capitals,60,0,86,2
391,2021,Sawai Mansingh Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,187,5,156,9,Sunrisers Hyderabad,31,0,46,1
392,2021,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,218,7,151,5,Sunrisers Hyderabad,67,0,90,1
393,2022,Eden Gardens,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,196,10,110,4,Royal Challengers Bangalore,86,0,75,0
394,2022,M. Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,210,9,173,9,Delhi Capitals,37,0,87,1
395,2022,M.A. Chidambaram Stadium,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,201,8,129,9,Kolkata Knight Riders,72,0,93,2
396,2022,Punjab Cricket Association Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,211,6,135,9,Sunrisers Hyderabad,76,0,58,1
397,2022,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,Punjab Kings,203,5,119,9,Kolkata Knight Riders,84,0,59,3
398,2022,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Rajasthan Royals,217,10,150,8,Royal Challengers Bangalore,67,0,56,3
399,2022,Arun Jaitley Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,177,5,129,3,Rajasthan Royals,48,0,77,2
400,2022,Wankhede Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,Royal Challengers Bangalore,186,4,114,6,Rajasthan Royals,72,0,46,0
401,2022,Rajiv Gandhi Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,190,8,114,7,Rajasthan Royals,76,0,46,0
402,2022,Punjab Cricket Association Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,Sunrisers Hyderabad,183,7,84,7,Rajasthan Royals,99,0,48,1
403,2022,Wankhede Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,Royal Challengers Bangalore,186,7,135,3,Punjab Kings,51,0,78,3
404,2022,Punjab Cricket Association Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,204,8,96,8,Kolkata Knight Riders,108,0,91,0
405,2022,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,189,5,148,8,Delhi Capitals,41,0,62,1
406,2022,Eden Gardens,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,194,8,156,8,Rajasthan Royals,38,0,55,0
407,2022,M. Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,Rajasthan Royals,192,9,134,5,Delhi Capitals,58,0,84,3
408,2022,Sawai Mansingh Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,Delhi Capitals,195,9,114,7,Punjab Kings,81,0,80,3
409,2022,M. Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,207,8,140,9,Delhi Capitals,67,0,82,0
410,2022,M. Chinnaswamy Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,Punjab Kings,201,6,128,9,Kolkata Knight Riders,73,0,43,2
411,2022,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,Delhi Capitals,191,7,93,9,Chennai Super Kings,98,0,33,1
412,2022,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kolkata Knight Riders,175,8,130,5,Royal Challengers Bangalore,45,0,40,2
413,2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,211,5,122,6,Delhi Capitals,89,0,43,3
414,2022,Rajiv Gandhi Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,211,9,120,7,Chennai Super Kings,91,0,73,1
415,2022,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,183,8,128,3,Sunrisers Hyderabad,55,0,68,3
416,2022,M.A. Chidambaram Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,191,10,127,4,Rajasthan Royals,64,0,86,3
417,2022,Rajiv Gandhi Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bangalore,193,5,139,8,Kolkata Knight Riders,54,0,59,3
